S.No,Name of BC,Contact Number,Gender,Bank Name,State,District ,Office Name,Pincode,Corporate BC name,ODOP product,CODE WORD OF PRODUCT LIST,CROP2 NAME,CROP2 SEASON,CROP1 AREA,CROP1 PRODUCTION,CROP1 Pincode,CROP1 NAME,SEASON,CROP AREA,CROP PRODUCTION,CROP3 NAME,SEASON,CROP AREA,CROP PRODUCTION
2833,Tanu  Shree,2539094768,female,Jammu & Kashmir Bank,Jammu and Kashmir,REASI,Adhkawari BO,182301,Laxmi India Finleasecap Private Limited,Aromatic Plants,Reasi%Jammu & Kashmir,Maize,Kharif,Kharif,17437,182301,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2834,Sonali Ankush Kharmate,9427246104,female,Indian Bank,Odisha,GANJAM,Bharampur B.O,761209,Laxmi Samudayik Sahyog Samiti Rajgarh,"Handloom,Cashew,Granite Slab",Ganjam%Odisha,Rice,Winter,Winter,715000,761209,Maize,Winter,1,4.6,Wheat,Rabi,90522,224042
2835,Ayush  Tiwari,3172751405,female,Jammu & Kashmir Bank,Jammu and Kashmir,ANANTHNAG,Akura BO,192125,LendingKart Finance Limited,Trout Fish,Anantnag%Jammu & Kashmir,Rice,Kharif,Kharif,19403,192125,Maize,Kharif,11761,13768,Dry chillies,Kharif,113,17.8
2836,Desh  Deepak Gupta,3192585471,male,Punjab and Sind Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Gautam Budh University SO,201312,Loanzen Finance Private Limited,Readymade Garments,Gautam Buddh Nagar%Uttar Pradesh,Wheat,Rabi,Rabi,85909,201312,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2837,Neha  Singh,2448034160,female,Punjab National Bank,Uttar Pradesh,ALLAHABAD,Allahabad HO,211001,LOVISH SETHI,Moonj products,Prayagraj%Uttar Pradesh,Wheat,Rabi,Rabi,290829,211001,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2838,Lokesh  Kumar Sharma,9224620229,male,State Bank of India,Odisha,GANJAM,Balisira B.O,761115,LUPIN HUMAN WELFARE AND RESEARCH FOUNDATION FI,"Handloom,Cashew,Granite Slab",Ganjam%Odisha,Rice,Winter,Winter,715000,761115,Maize,Winter,1,4.6,Wheat,Rabi,90522,224042
2839,Suhani   Singhal,5941941760,male,UCO Bank,Uttar Pradesh,ALIGARH,Baraula BO,202126,M POWER MICROFINANCE Private Limited,"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,202126,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2840,Rana  Santra,4497922321,male,Union Bank of India,Odisha,GANJAM,Baaruda B.O,761131,M S BALAJI TOLLS,"Handloom,Cashew,Granite Slab",Ganjam%Odisha,Rice,Winter,Winter,715000,761131,Maize,Winter,1,4.6,Wheat,Rabi,90522,224042
2841,Dumala   Vamshi,7741666934,male,Axis Bank,Uttar Pradesh,ALIGARH,Achna BO,202138,M/s Desiderata Impact Ventures Pvt Ltd (Brand Name - Progcap),"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,202138,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2842,Nishanth   Sivakumar,4344063830,female,Jammu & Kashmir Bank,Jammu and Kashmir,DODA,Banoon BO,182203,M/S INTEGRA MICRO SYSTEMS PVT LTD,Natural Oils (Lavender),Doda%Jammu & Kashmir,Maize,Kharif,Kharif,28397,182203,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2843,Gowtham  Raja,8190895507,female,CSB Bank,Odisha,GANJAM,Asura Bandha S.O,761151,M/S New Street Technologies Private Limited,"Handloom,Cashew,Granite Slab",Ganjam%Odisha,Rice,Winter,Winter,715000,761151,Maize,Winter,1,4.6,Wheat,Rabi,90522,224042
2844,Pavithkumar  Raja,2878991655,male,Jammu & Kashmir Bank,Jammu and Kashmir,REASI,Bagdar SERI BO,182311,M/s Senrysa Technologies Pvt. Ltd.,Aromatic Plants,Reasi%Jammu & Kashmir,Maize,Kharif,Kharif,17437,182311,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2845,Maddu  Mani,9001522144,female,DCB Bank,Odisha,GAJAPATI,Bhuskudi B.O,761210,M/s Shiksha Financial Services India Private Limited,"Cashew Carnel,Granite Slab,Turmeric Oil",Gajapati%Odisha,Rice,Winter,Winter,55000,761210,Ragi,Winter,11,8.1,Wheat,Rabi,90522,224042
2846,Shivpal  Sindhu,2727005263,male,Jammu & Kashmir Bank,Jammu and Kashmir,ANANTHNAG,Laripora BO,192126,M/s Tekplay Systems Limited,Trout Fish,Anantnag%Jammu & Kashmir,Rice,Kharif,Kharif,19403,192126,Maize,Kharif,11761,13768,Dry chillies,Kharif,113,17.8
2847,Nandita   Saraswat,9667677585,female,Federal Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Amity university SO,201313,M/s United Petro Finance Limited (Brand Name - Kapitaltech),Readymade Garments,Gautam Buddh Nagar%Uttar Pradesh,Wheat,Rabi,Rabi,85909,201313,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2848,Akash   Kumar,9442107601,male,HDFC Bank,Uttar Pradesh,ALLAHABAD,Allahabad Kty HO,211002,M/s. ATOM Technologies Limited,Moonj products,Prayagraj%Uttar Pradesh,Wheat,Rabi,Rabi,290829,211002,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2849,Nishanthi    Ravikumar,3048426740,male,ICICI Bank,Odisha,GANJAM,Badakholi B.O,761116,M/s. Sarna Infocom Pvt. Ltd,"Handloom,Cashew,Granite Slab",Ganjam%Odisha,Rice,Winter,Winter,715000,761116,Maize,Winter,1,4.6,Wheat,Rabi,90522,224042
2850,Harsh   Shrivastava,1960028433,male,IndusInd Bank,Uttar Pradesh,ALIGARH,Chhalesar BO,202127,M2P Solutions Private Limited,"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,202127,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2851,Rahul  Mishra,6958795775,female,IDFC FIRST Bank,Odisha,GANJAM,Birikote B.O,761132,MAANYASRI FIN SERVE PRIVATE LIMITED,"Handloom,Cashew,Granite Slab",Ganjam%Odisha,Rice,Winter,Winter,715000,761132,Maize,Winter,1,4.6,Wheat,Rabi,90522,224042
2852,Shalini  Rai,1407683290,female,Karur Vysya Bank,Uttar Pradesh,ALIGARH,Chandaiya BO,202139,MAGALIR FINSERV PRIVATE LIMITED,"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,202139,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2853,Ujjwal Lal Pandey,8479273984,male,Jammu & Kashmir Bank,Jammu and Kashmir,DODA,Badhat BO,182204,Magnot Consultancy Services Private Limited,Natural Oils (Lavender),Doda%Jammu & Kashmir,Maize,Kharif,Kharif,28397,182204,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2854,Ringat Dipavali Gunaji,9079416089,female,IDBI Bank,Odisha,GAJAPATI,Chitrakar Street S.O,761200,Mahamritunjay Trade & Technologies Pvt. Ltd.,"Cashew Carnel,Granite Slab,Turmeric Oil",Gajapati%Odisha,Rice,Winter,Winter,55000,761200,Ragi,Winter,11,8.1,Wheat,Rabi,90522,224042
2855,Roopesh Raj,9928137415,female,Jammu & Kashmir Bank,Jammu and Kashmir,REASI,Arnas SO,182313,MAHIMA AND CO,Aromatic Plants,Reasi%Jammu & Kashmir,Maize,Kharif,Kharif,17437,182313,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2856,Anubha Gupta,2770674437,male,YES Bank,Odisha,GAJAPATI,Agarkhandi B.O,761211,MALLARPUR NAISUVA,"Cashew Carnel,Granite Slab,Turmeric Oil",Gajapati%Odisha,Rice,Winter,Winter,55000,761211,Ragi,Winter,11,8.1,Wheat,Rabi,90522,224042
2857,Bharat Popat Garje,7240986057,female,Jammu & Kashmir Bank,Jammu and Kashmir,ANANTHNAG,Ashmuqam BO,192129,MANAPPURAM FINANCE LIMITED,Trout Fish,Anantnag%Jammu & Kashmir,Rice,Kharif,Kharif,19403,192129,Maize,Kharif,11761,13768,Dry chillies,Kharif,113,17.8
2858,Ashutosh kumar Pandey,9956006266,female,Bank of India,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Behrampur BO,201314,MANIPAL BUSINESS SOLUTIONS PVT LTD,Readymade Garments,Gautam Buddh Nagar%Uttar Pradesh,Wheat,Rabi,Rabi,85909,201314,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2859,Vipin kumar Pandey,1546370684,male,Bank of Maharashtra,Uttar Pradesh,ALLAHABAD,Ahmadganj SO,211003,Manipal Technologies Limited,Moonj products,Prayagraj%Uttar Pradesh,Wheat,Rabi,Rabi,290829,211003,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2860,Rekha Saraogi,6673889290,male,Canara Bank,Odisha,GANJAM,Antarapada B.O,761117,Manoj Kumar,"Handloom,Cashew,Granite Slab",Ganjam%Odisha,Rice,Winter,Winter,715000,761117,Maize,Winter,1,4.6,Wheat,Rabi,90522,224042
2861,Aman Kumar Pandey,5758303070,female,Central Bank of India,Uttar Pradesh,ALIGARH,Baranadi BO,202128,Mapra Advisors,"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,202128,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2862,Ashu Yadav,5603437988,male,Indian Bank,Odisha,GANJAM,Baunsalundi B.O,761133,Margdarshak Financial Services Limited,"Handloom,Cashew,Granite Slab",Ganjam%Odisha,Rice,Winter,Winter,715000,761133,Maize,Winter,1,4.6,Wheat,Rabi,90522,224042
2863,Saurav  Dev,7424749155,female,Indian Overseas Bank,Uttar Pradesh,ALIGARH,Akrawat BO,202140,Mattie Health care & Social welfare Institute,"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,202140,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2864,Jiut  Lal,2841883146,male,Jammu & Kashmir Bank,Jammu and Kashmir,REASI,Angrala BO,182315,MAXIMUS INFOWARE INDIA PVT LTD,Aromatic Plants,Reasi%Jammu & Kashmir,Maize,Kharif,Kharif,17437,182315,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2865,Ashlam,9134416606,female,Jammu & Kashmir Bank,Jammu and Kashmir,ANANTHNAG,Ahalangodol BO,192202,MB UNIT OF SOCIO EQUALITY PVT LTD,Trout Fish,Anantnag%Jammu & Kashmir,Rice,Kharif,Kharif,19403,192202,Maize,Kharif,11761,13768,Dry chillies,Kharif,113,17.8
2866,Shubham   Yadav,4898647759,male,State Bank of India,Odisha,GAJAPATI,Birujango B.O,761213,MBNK Phygital Financial Marketplace Pvt Ltd,"Cashew Carnel,Granite Slab,Turmeric Oil",Gajapati%Odisha,Rice,Winter,Winter,55000,761213,Ragi,Winter,11,8.1,Wheat,Rabi,90522,224042
2867,Prashant   Dwivedi,3550141195,female,UCO Bank,Odisha,GAJAPATI,Dambala B.O,761212,MENTOR HOME LOANS INDIA LIMITED,"Cashew Carnel,Granite Slab,Turmeric Oil",Gajapati%Odisha,Rice,Winter,Winter,55000,761212,Ragi,Winter,11,8.1,Wheat,Rabi,90522,224042
2868,Veeresh S   Shalavadi,1689698606,male,Jammu & Kashmir Bank,Jammu and Kashmir,ANANTHNAG,Achabal SO,192201,Micro Data Service Provider (P) Ltd,Trout Fish,Anantnag%Jammu & Kashmir,Rice,Kharif,Kharif,19403,192201,Maize,Kharif,11761,13768,Dry chillies,Kharif,113,17.8
2869,Anil Namdeo Parase,9816602327,female,UCO Bank,Uttar Pradesh,HATHRAS,Agrana BO,204211,Paypoint,Hing (Asafoetida),Hathras%Uttar Pradesh,Wheat,Rabi,Rabi,191947,204211,Onion,Rabi,2,31,Wheat,Rabi,90522,224042
2870,Muhamid  Husain,3202100668,male,Axis Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Gurjinder Vihar SO,201315,Micro Enterprises & Sustainable Project,Readymade Garments,Gautam Buddh Nagar%Uttar Pradesh,Wheat,Rabi,Rabi,85909,201315,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2871,Ankit  Jat,7004121777,female,Bandhan Bank,Uttar Pradesh,ALLAHABAD,Cavellary Lines SO,211004,MindsArray Network Pvt Ltd,Moonj products,Prayagraj%Uttar Pradesh,Wheat,Rabi,Rabi,290829,211004,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2872,Snehal Moreshwar Admane,3923490349,male,CSB Bank,Odisha,GANJAM,Adipur B.O,761118,Mintifi Finserve Ltd.,"Handloom,Cashew,Granite Slab",Ganjam%Odisha,Rice,Winter,Winter,715000,761118,Maize,Winter,1,4.6,Wheat,Rabi,90522,224042
2873,Kunal Sharad Deshmukh,5979661610,male,City Union Bank,Uttar Pradesh,ALIGARH,Alampur Rani   BO,202129,Mobisafar Services Private Limited,"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,202129,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2874,Surendra   Manral,2818601985,female,DCB Bank,Uttar Pradesh,ALIGARH,Ama Madapur BO,204215,Money on Mobile,"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,204215,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2875,Mayank Awasthi,1456590076,male,Dhanlaxmi Bank,Uttar Pradesh,ALIGARH,Bharatpur BO,202141,Moneyboxx Finance Limited,"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,202141,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2876,Riya Ravikant Tandale,3339991212,female,Jammu & Kashmir Bank,Jammu and Kashmir,REASI,Kakriyal BO,182320,MOON LIGHT INFRA SERVICES,Aromatic Plants,Reasi%Jammu & Kashmir,Maize,Kharif,Kharif,17437,182320,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2877,Bonthu Priyanka,7258615091,male,Jammu & Kashmir Bank,Jammu and Kashmir,ANANTHNAG,Dooru SO,192211,Mos Utility Pvt Ltd,Trout Fish,Anantnag%Jammu & Kashmir,Rice,Kharif,Kharif,19403,192211,Maize,Kharif,11761,13768,Dry chillies,Kharif,113,17.8
2878,Yukti Rathore,8376789450,male,ICICI Bank,Odisha,GAJAPATI,Badapada B.O,761214,MOVELL AUTO TECH,"Cashew Carnel,Granite Slab,Turmeric Oil",Gajapati%Odisha,Rice,Winter,Winter,55000,761214,Ragi,Winter,11,8.1,Wheat,Rabi,90522,224042
2879,Priyanka Das,9189968455,female,Jammu & Kashmir Bank,Jammu and Kashmir,ANANTHNAG,Beerwara BO,192401,MPCON Ltd,Trout Fish,Anantnag%Jammu & Kashmir,Rice,Kharif,Kharif,19403,192401,Maize,Kharif,11761,13768,Dry chillies,Kharif,113,17.8
2880,Pankaj Kumar Singh,1597830666,female,IDFC FIRST Bank,Uttar Pradesh,BULANDSHAHR,Agauta BO,203411,MULTINANCE INDIA,Ceramic Product,Bulandshahar%Uttar Pradesh,Wheat,Rabi,Rabi,534072,203411,Rice,Summer,1,3,Wheat,Rabi,90522,224042
2881,Mousham Kumar,1873799508,male,Karur Vysya Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Sec 122 Noida SO,201316,MUTHOOT FINANCE LIMITED,Readymade Garments,Gautam Buddh Nagar%Uttar Pradesh,Wheat,Rabi,Rabi,85909,201316,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2882,Thakor Kalpeshkumar Chturbhai,5276606285,female,Kotak Mahindra Bank,Uttar Pradesh,ALLAHABAD,Allahabad Fort SO,211005,MV E COMMERCE SERVICES PVT LTD,Moonj products,Prayagraj%Uttar Pradesh,Wheat,Rabi,Rabi,290829,211005,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2883,Gaurav   Kumar,6504327029,female,IDBI Bank,Odisha,GANJAM,Ambapua B.O,761119,MyRoots Rural Business Centres Private Limited,"Handloom,Cashew,Granite Slab",Ganjam%Odisha,Rice,Winter,Winter,715000,761119,Maize,Winter,1,4.6,Wheat,Rabi,90522,224042
2884,Vasu  Theerthagiri,6846398190,female,RBL Bank,Uttar Pradesh,ALIGARH,Bain Kalan BO,202130,NABADIGANTA SERVICE COOPERATIVE SOCIETY LTD,"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,202130,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2885,Vinit Soni,4254012998,male,YES Bank,Uttar Pradesh,ALIGARH,Basgoi BO,204216,NAVACHETANA MICROFIN SERVICES PRIVATE LIMITED,"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,204216,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2886,Avinash  Kumar  Sharma,1453629812,male,Bank of Baroda,Uttar Pradesh,ALIGARH,Bhimpur BO,202142,Navnit Chetana Mandal (NCM),"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,202142,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2887,Ravi   Rana,9597248920,female,Jammu & Kashmir Bank,Jammu and Kashmir,KATHUA,Kathua HO,184101,Nearby Technologies Pvt Ltd,"Basholi Pashmina,Basohli Painting",Kathua%Jammu & Kashmir,Rice,Kharif,Kharif,51180,184101,Tobacco,Kharif,1,0.4,Wheat,Rabi,90522,224042
2888,Salim   Mohammed,5201094878,male,Jammu & Kashmir Bank,Jammu and Kashmir,ANANTHNAG,Batagund BO,192212,Neo Leaf  M/s BRICK EAGLE AFFORDABLE HOUSING FINANCE LIMITED,Trout Fish,Anantnag%Jammu & Kashmir,Rice,Kharif,Kharif,19403,192212,Maize,Kharif,11761,13768,Dry chillies,Kharif,113,17.8
2889,Ram  Kishan  Yadav,6396558045,female,Canara Bank,Odisha,GAJAPATI,Adhagam B.O,761215,New Opportunity Consultancy Private Limited,"Cashew Carnel,Granite Slab,Turmeric Oil",Gajapati%Odisha,Rice,Winter,Winter,55000,761215,Ragi,Winter,11,8.1,Wheat,Rabi,90522,224042
2890,Pratima N Pujari,6322485658,female,Jammu & Kashmir Bank,Jammu and Kashmir,Baramulla,Baramulla H.O,193101,Next Vision,Apples,Baramulla%Jammu & Kashmir,Maize,Kharif,Kharif,29243,193101,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2891,Gautam  Singh,4791168893,female,Indian Bank,Uttar Pradesh,BULANDSHAHR,Baddha  Bazidpur BO,203412,NextRu Livelihoods Private Limited,Ceramic Product,Bulandshahar%Uttar Pradesh,Wheat,Rabi,Rabi,534072,203412,Rice,Summer,1,3,Wheat,Rabi,90522,224042
2892,Janifer,2375160773,male,Indian Overseas Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Sec 128 Noida SO,201317,Nextzen FI-Tech Privaye Ltd,Readymade Garments,Gautam Buddh Nagar%Uttar Pradesh,Wheat,Rabi,Rabi,85909,201317,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2893,Syama   Sahu,4592361555,female,Punjab and Sind Bank,Uttar Pradesh,ALLAHABAD,Allahpur SO,211006,NICT Technologies Pvt Ltd,Moonj products,Prayagraj%Uttar Pradesh,Wheat,Rabi,Rabi,290829,211006,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2894,Gaurav   Dhalla,5131182766,female,Punjab National Bank,Odisha,GANJAM,Aladi B.O,761120,Nineroot technologies,"Handloom,Cashew,Granite Slab",Ganjam%Odisha,Rice,Winter,Winter,715000,761120,Maize,Winter,1,4.6,Wheat,Rabi,90522,224042
2895,Prabhakaran  A,5946491973,female,State Bank of India,Uttar Pradesh,ALIGARH,Badesara BO,202131,Non Corporate Bc,"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,202131,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2896,Yogesh Anand Gohil,5745263591,female,UCO Bank,Uttar Pradesh,MAINPURI,Ahirwa BO,205001,Novopay,Tarkashi Art,Mainpuri%Uttar Pradesh,Wheat,Rabi,Rabi,349312,205001,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2897,Urmila Subhash Kamble,8582284989,female,Union Bank of India,Uttar Pradesh,ALIGARH,Balwant Nagaria BO,202143,Novopay Solutions Private Limited,"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,202143,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2898,Ruchita Prakash Parab,8876499708,female,Jammu & Kashmir Bank,Jammu and Kashmir,KATHUA,Dilwan BO,184102,Oasys Cybernectics Pvt Ltd,"Basholi Pashmina,Basohli Painting",Kathua%Jammu & Kashmir,Rice,Kharif,Kharif,51180,184102,Tobacco,Kharif,1,0.4,Wheat,Rabi,90522,224042
2899,Nisha Sagar Survase,6429743729,female,Jammu & Kashmir Bank,Jammu and Kashmir,KULGAM,Brinal Lammer BO,192221,OASYS ONE STOP SOLUTION PRIVATE LIMITED,Garlic,Kulgam%Jammu & Kashmir,Rice,Kharif,Kharif,18025,192221,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2900,Sathish  P,9722179479,male,CSB Bank,Uttar Pradesh,BULANDSHAHR,Agaura  Hameerpur BO,203131,ODISHA,Ceramic Product,Bulandshahar%Uttar Pradesh,Wheat,Rabi,Rabi,534072,203131,Rice,Summer,1,3,Wheat,Rabi,90522,224042
2901,Jitendra,7323224738,male,Jammu & Kashmir Bank,Jammu and Kashmir,Baramulla,Delina B.O,193103,ODISHA LIVELIHOODS MISSION NRUM,Apples,Baramulla%Jammu & Kashmir,Maize,Kharif,Kharif,29243,193103,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2902,Rajat Yadav,2091135424,female,DCB Bank,Uttar Pradesh,HATHRAS,Ahabaranpur BO,204101,ORANGE E SEVA PVT LTD,Hing (Asafoetida),Hathras%Uttar Pradesh,Wheat,Rabi,Rabi,191947,204101,Onion,Rabi,2,31,Wheat,Rabi,90522,224042
2903,Vijay Kaushik,1471907826,male,Dhanlaxmi Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Sec 01 Greater Noida SO,201318,ORIEL FINANCIAL SOLUTION PVT LTD,Readymade Garments,Gautam Buddh Nagar%Uttar Pradesh,Wheat,Rabi,Rabi,85909,201318,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2904,Swati Ramchandra Thombre,8374557340,male,Federal Bank,Uttar Pradesh,ALLAHABAD,Agriculture Institute SO,211007,ORIGO FINANCE PRIVATE LIMITED,Moonj products,Prayagraj%Uttar Pradesh,Wheat,Rabi,Rabi,290829,211007,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2905,Subrat Kumar Jena,9724893770,female,HDFC Bank,Odisha,GANJAM,Alasuguma B.O,761121,Orocorp Technologies Private Limited,"Handloom,Cashew,Granite Slab",Ganjam%Odisha,Rice,Winter,Winter,715000,761121,Maize,Winter,1,4.6,Wheat,Rabi,90522,224042
2906,Mashwar  Ahemad,3795097363,female,ICICI Bank,Uttar Pradesh,ALIGARH,Amritpur BO,202132,Osiris Infotech Pvt. Ltd,"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,202132,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2907,Soumya Ranjan Singh,2888852285,female,IndusInd Bank,Uttar Pradesh,MAINPURI,Darwah BO,205119,Oswal Computers and Consultants Pvt Ltd,Tarkashi Art,Mainpuri%Uttar Pradesh,Wheat,Rabi,Rabi,349312,205119,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2908,Jogi  Jayesh,7846777400,male,IDFC FIRST Bank,Uttar Pradesh,Aligarh,Beswan S.O,202145,Oxigen,"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,202145,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2909,Brijesh Singh,8716069778,male,Jammu & Kashmir Bank,Jammu and Kashmir,KATHUA,Changran BO,184104,OXIGEN SERVICES INDIA PVT LTD,"Basholi Pashmina,Basohli Painting",Kathua%Jammu & Kashmir,Rice,Kharif,Kharif,51180,184104,Tobacco,Kharif,1,0.4,Wheat,Rabi,90522,224042
2910,Shivani Goyal,5418215217,female,Jammu & Kashmir Bank,Jammu and Kashmir,KULGAM,Akhal BO,192231,P2P MICROFINANCE AND ALLIED SERVIC,Garlic,Kulgam%Jammu & Kashmir,Rice,Kharif,Kharif,18025,192231,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2911,Arbind Kumar Singh,8857098948,female,IDBI Bank,Uttar Pradesh,BULANDSHAHR,Asgarpur BO,203132,PAFT Finance Ltd,Ceramic Product,Bulandshahar%Uttar Pradesh,Wheat,Rabi,Rabi,534072,203132,Rice,Summer,1,3,Wheat,Rabi,90522,224042
2912,Sunil Joshi,4617149600,female,Jammu & Kashmir Bank,Jammu and Kashmir,Baramulla,Athoora B.O,193108,PAFT Inclusive Financial Services Pvt. Ltd.,Apples,Baramulla%Jammu & Kashmir,Maize,Kharif,Kharif,29243,193108,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2913,Apporv Bissa,5471470068,male,YES Bank,Uttar Pradesh,HATHRAS,Akhaipur BO,204102,Pahal Financial Services Pvt. Ltd,Hing (Asafoetida),Hathras%Uttar Pradesh,Wheat,Rabi,Rabi,191947,204102,Onion,Rabi,2,31,Wheat,Rabi,90522,224042
2914,Sanjay Singh Negi,9357160904,female,Bank of Baroda,Uttar Pradesh,Aligarh,Aligarh City S.O,202001,PAISALO DIGITAL LIMITED,"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,202001,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2915,Panasa  Manasa,7629887734,male,Bank of India,Uttar Pradesh,ALLAHABAD,Arail BO,211008,PANKAJ JHA,Moonj products,Prayagraj%Uttar Pradesh,Wheat,Rabi,Rabi,290829,211008,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2916,Amit  Kumar  Sharma,4697020709,female,Bank of Maharashtra,Odisha,GANJAM,Benapata B.O,761122,PANOBIZ BUSINESS TECHNOLOGIES PVT LTD.,"Handloom,Cashew,Granite Slab",Ganjam%Odisha,Rice,Winter,Winter,715000,761122,Maize,Winter,1,4.6,Wheat,Rabi,90522,224042
2917,Vinoth K,1659024569,female,Canara Bank,Uttar Pradesh,ALIGARH,Abhaipur Behlolpur BO,202133,PARAM PEOPLE INFOTECH SOLUTIONS PVT LTD,"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,202133,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2918,Rahul   Gurjar,8977141249,male,Central Bank of India,Uttar Pradesh,FIROZABAD,Azmabad Araon BO,205121,PARIBARTAN,Glassware,Firozabad%Uttar Pradesh,Wheat,Rabi,Rabi,188098,205121,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
2919,Nagendra Suryabhan Chauhan,7423339552,female,Indian Bank,Uttar Pradesh,ALIGARH,Mangalayatan University SO,202146,PARIN TEX,"Lock & Hardware,Metal Handicraft",Aligarh%Uttar Pradesh,Wheat,Rabi,Rabi,546558,202146,Rice,Winter,325501,794541,Wheat,Rabi,90522,224042
