S.No,Name of BC,Contact Number,Gender,State,District ,Office Name,Pincode,Corporate BC name,ODOP product,CODE WORD OF PRODUCT LIST,CROP1 NAME,CROP1 SEASON,CROP1 PRODUCTION
2577,Amit Girdharilal Sharma,9706415511,female,Himachal Pradesh,MANDI,Alathu BO,175001,STARTUPBROZ,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2578,Sudhakar Rajendra Prasad Jaiswar,1867222322,female,Himachal Pradesh,KANGRA,Bagli BO,176209,State Poverty Eradication Mission (Kudumbashree),"Tea - Kangra,Paintings- Kangra",Kangra%Himachal Pradesh,Rice,Rabi,15516
2579,Hemant Kumar Sharma,5296943947,male,Bihar,SIWAN,Admapur BO,841504,Stree Nidhi Credit Cooperative Fedaration Ltd.,Mentha,Siwan%Bihar,Wheat,Rabi,171367
2580,Mohd Ajmal,8672959920,male,Himachal Pradesh,MANDI,Baragraon BO,175013,Streenidhi Credit Cooperative Federation Ltd. - AP,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2581,Radhika Paul,7224364118,male,Himachal Pradesh,CHAMBA,Banet BO,176302,STYLO AUTOART,Chamba Rumal,Chamba%Himachal Pradesh,Rice,Kharif,802349
2582,Singh Kamal Kumar Anarudra,1851709244,female,Jammu and Kashmir,JAMMU,Chani Himat SO,180015,SUB-K IMPACT Solutions Ltd,Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2583,Laghnoja Pallavi,1554002282,female,Bihar,GOPALGANJ,Dabchhu BO,841420,Sub-K IMPACT Solutions Ltd.,"Sugarcane,Turmeric",Gopalganj%Bihar,Wheat,Rabi,71480
2584,Bhavya H K,3533052001,female,Himachal Pradesh,HAMIRPURHP,Batarli Upperli BO,174312,SUGAL DAMANI UTILITY SERVICES PVT. LTD,"Agro-products processing,Shoes",Hamirpur%Himachal Pradesh,Rice,Rabi,15516
2585,Anil Shivaji Mhaske,6396140113,female,Himachal Pradesh,KANGRA,Haded BO,176115,SUGMYA FINANCE PRIVATE LIMITED,"Tea - Kangra,Paintings- Kangra",Kangra%Himachal Pradesh,Rice,Rabi,15516
2586,Arvind Kumar Srivastav,9301460737,male,Bihar,GOPALGANJ,BA Pakwalia BO,841438,Sumarg Infotech Private Limited,"Sugarcane,Turmeric",Gopalganj%Bihar,Wheat,Rabi,71480
2587,G Prasanna,8916282166,male,Himachal Pradesh,MANDI,Bhojpur SO Mandi,175002,SUMIT ARORA,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2588,Shah Kenvi,5808925291,male,Himachal Pradesh,KANGRA,Bharup Lahar BO,176210,Sunalpha/Tripborn,"Tea - Kangra,Paintings- Kangra",Kangra%Himachal Pradesh,Rice,Rabi,15516
2589,Jai Prakash Sahoo,5380391590,female,Bihar,GOPALGANJ,Khajuria BO,841505,SUPER AUTO ELECTRICALS,"Sugarcane,Turmeric",Gopalganj%Bihar,Wheat,Rabi,71480
2590,Vikas Kumar Umashankar Yadav,7535791288,female,Himachal Pradesh,MANDI,Drubbal SO,175014,SUSRUSHA,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2591,Patel Rag,7343992629,male,Himachal Pradesh,CHAMBA,Bagdhar BO,176303,SUVIDHA MOVERS PRIVATE LIMITED,Chamba Rumal,Chamba%Himachal Pradesh,Rice,Kharif,802349
2592,Shailedra Kumar,4234564120,male,Jammu and Kashmir,JAMMU,Chak Malal BO,181203,Svamaan Financial Services Private Limited,Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2593,Rohit Pandey,3995494130,male,Jammu and Kashmir,JAMMU,Krishna Nagar SO Jammu,180016,Swabhimaan Finance Private Limited,Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2594,Rajalaxmi Suar,2689434251,male,Bihar,SARAN,Amardah BO,841421,SWADESI,Tomato,Saran%Bihar,Wheat,Rabi,170369
2595,Rinshu Awasthi,9202030985,female,Himachal Pradesh,UNA,Ambehra Dhiraj BO,174314,Swarnodhayam Credits Pvt. Ltd.,Light Engineering Industry,Una%Himachal Pradesh,Rice,Rabi,15516
2596,Yash Kumar,4107793376,female,Himachal Pradesh,KANGRA,Bahi BO,176125,SWAYAMSHREE MICRO CREDIT SERV,"Tea - Kangra,Paintings- Kangra",Kangra%Himachal Pradesh,Rice,Rabi,15516
2597,Kirti Virendra Tiwari,1675652290,female,Bihar,SIWAN,Agya BO,841439,Synapse Solutions Pvt Ltd,Mentha,Siwan%Bihar,Wheat,Rabi,171367
2598,Shah Maitry Akshay,3147305834,male,Himachal Pradesh,MANDI,Bhargaon BO,175003,Synergistic Financial Networks Private Limited,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2599,Parmar Mohit Kumar,4651937149,female,Himachal Pradesh,KANGRA,Hadal Uparli BO,176211,TALENTPRO INDIA HR PVT LTD,"Tea - Kangra,Paintings- Kangra",Kangra%Himachal Pradesh,Rice,Rabi,15516
2600,Karri Rajesh,1381238688,female,Bihar,SIWAN,Babhanbara BO,841506,TAPITS TECHNOLOGIES PRIVATE LIMITED,Mentha,Siwan%Bihar,Wheat,Rabi,171367
2601,Singampalli Vykuntarao,8412957478,female,Himachal Pradesh,MANDI,Balhjoli BO,175015,TARAASHNA SERVICES LIMITED,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2602,Swarnpriya,7255912450,female,Himachal Pradesh,CHAMBA,Dalhousie Court Road,176304,TCS Ltd,Chamba Rumal,Chamba%Himachal Pradesh,Rice,Kharif,802349
2603,Rohit Pratap Singh,9664935778,male,Jammu and Kashmir,JAMMU,Bardoh BO,181204,TEAM FOUR CONSULTANCY,Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2604,Priya Patel,9642756831,male,Jammu and Kashmir,JAMMU,Aitham BO,180017,TeamSpace Financial Services Pvt. Ltd,Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2605,Rajnish Chaubey,7121272777,female,Bihar,SARAN,Bankat BO,841422,Tejari Solutions Pvt ltd,Tomato,Saran%Bihar,Wheat,Rabi,170369
2606,Mayank Thapliyal,6604375413,female,Himachal Pradesh,UNA,Bhatoli BO,174315,THAKUR AGENCIES,Light Engineering Industry,Una%Himachal Pradesh,Rice,Rabi,15516
2607,Pranjali Gupta,3439928078,female,Himachal Pradesh,KANGRA,Chobin SO,176128,The Government Secretariat Staff Co-operative Society - Thiruvananthapuram,"Tea - Kangra,Paintings- Kangra",Kangra%Himachal Pradesh,Rice,Rabi,15516
2608,Vivek Kumar Tiwari,5143185547,female,Bihar,GOPALGANJ,Dhatingna BO,841440,THE INSTITUTE OF ENTREPRENEURSHIP DEVELOPMENT,"Sugarcane,Turmeric",Gopalganj%Bihar,Wheat,Rabi,71480
2609,Arnita Sen,2975339705,male,Himachal Pradesh,MANDI,Bhambla SO,175004,To Two Corporation,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2610,Mahendra Kumar Yadav,4866071671,male,Himachal Pradesh,KANGRA,Hpbose Dharamsala SO,176213,TRANSCORP INTERNATIONAL LIMITED,"Tea - Kangra,Paintings- Kangra",Kangra%Himachal Pradesh,Rice,Rabi,15516
2611,Sangeetha,4699844915,female,Bihar,SIWAN,Bherwania BO,841507,Transerv Private Limited,Mentha,Siwan%Bihar,Wheat,Rabi,171367
2612,Eswaran Jaykumar,5061181374,female,Himachal Pradesh,MANDI,Balhkwar BO,175016,TransTrac Technology Services Private Limited,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2613,Satabdi Singha,6870626384,female,Himachal Pradesh,CHAMBA,Dalhousie cantt,176305,Twinstar Industries Ltd.,Chamba Rumal,Chamba%Himachal Pradesh,Rice,Kharif,802349
2614,Puja Daimary,5205610127,male,Jammu and Kashmir,JAMMU,Muthi SO,181205,UDAN Global LLP,Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2615,Manoj Kumar Sahu,2646089163,male,Jammu and Kashmir,JAMMU,Udheywala SO,180018,Ugro Capital Limited,Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2616,Toufiq Ahmed Mulla,6564949146,male,Bihar,SIWAN,Amarpura BO,841423,UNITED TELECOMS E-SERVICES Pvt Ltd,Mentha,Siwan%Bihar,Wheat,Rabi,171367
2617,Abhinav Sahai,3943198453,female,Himachal Pradesh,UNA,Bhera SO,174316,UPICO,Light Engineering Industry,Una%Himachal Pradesh,Rice,Rabi,15516
2618,Mahantesh Bhimaray Kadadi,2469463378,male,Himachal Pradesh,KANGRA,Bhadwar SO,176200,V K Venture Pvt. Ltd.,"Tea - Kangra,Paintings- Kangra",Kangra%Himachal Pradesh,Rice,Rabi,15516
2619,Ram Krishan Mishra,8796594929,male,Bihar,GOPALGANJ,Baghibazar SO,841441,V SQUARE TECH,"Sugarcane,Turmeric",Gopalganj%Bihar,Wheat,Rabi,71480
2620,Saumya Pandey,4966468911,male,Himachal Pradesh,MANDI,Batheri BO,175005,VA CSC PRIVATE LIMITED,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2621,Sivakumar R,9517976931,male,Himachal Pradesh,KANGRA,Bassi BO,176214,Vakrangee Limited,"Tea - Kangra,Paintings- Kangra",Kangra%Himachal Pradesh,Rice,Rabi,15516
2622,Sunanda Kumari,1538306457,female,Bihar,GOPALGANJ,Bairiya BO,841508,VAKRANGHEE FINSERV LIMITED,"Sugarcane,Turmeric",Gopalganj%Bihar,Wheat,Rabi,71480
2623,Abhishek Sharma,1407917402,male,Himachal Pradesh,MANDI,Batwara BO,175017,VANKAL AGRI SOLUTIONS PRIVATE LIMITED,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2624,Sulata Swain,9214773820,male,Himachal Pradesh,CHAMBA,BATHRI BAZAR SO,176306,Varam,Chamba Rumal,Chamba%Himachal Pradesh,Rice,Kharif,802349
2625,Narendra Kumar,8078611627,male,Jammu and Kashmir,JAMMU,Batehra BO,181206,Vaya Finserv Private Limited,Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2626,Diksha Sanjay Jagtap,5181320510,female,Jammu and Kashmir,JAMMU,Sidhra Housing colony,180019,VECTOR FINANCE PVT LTD,Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2627,Shivani Gosain,8799245197,female,Bihar,SARAN,Ardewa BO,841424,VEDANT ASSET PRIVATE LIMITED,Tomato,Saran%Bihar,Wheat,Rabi,170369
2628,Anushree Sunil Sawant,9098509190,male,Himachal Pradesh,UNA,Bhadsali SO,174317,VEDAVAAG SYSTEMS LIMITED,Light Engineering Industry,Una%Himachal Pradesh,Rice,Rabi,15516
2629,Minaz Javeed Shaikh,9816478402,female,Himachal Pradesh,KANGRA,Baduhi BO,176201,VEDIKA CORPORATION,"Tea - Kangra,Paintings- Kangra",Kangra%Himachal Pradesh,Rice,Rabi,15516
2630,Lavish Sethi,4831697742,male,Bihar,SARAN,Arwa BO,841442,VEE TECHNOLOGIES,Tomato,Saran%Bihar,Wheat,Rabi,170369
2631,Deepak Kumar Ray,7166950213,male,Himachal Pradesh,MANDI,Behna BO,175006,VELICHAM FINANCE PRIVATE LIMITED,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2632,Awanish Kumar,2800385247,male,Himachal Pradesh,KANGRA,Dharamsala HO,176215,VENTURE SUPPLY CHAIN PVT LTD,"Tea - Kangra,Paintings- Kangra",Kangra%Himachal Pradesh,Rice,Rabi,15516
2633,Babita Tomar,9650928934,female,Bihar,SIWAN,Gabhirar SO,841509,Vidcom Business Solution Private Limited,Mentha,Siwan%Bihar,Wheat,Rabi,171367
2634,Urvashi Pandey,1509286317,male,Himachal Pradesh,MANDI,Chambi BO,175018,VIDUAL COMMUNICATIONS INDIA PVT LTD,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2635,Gourav,2950169386,male,Himachal Pradesh,CHAMBA,BHALEI SO,176308,VIKALP MULTI MEDIA FUND SETTLEMENT,Chamba Rumal,Chamba%Himachal Pradesh,Rice,Kharif,802349
2636,Simran Chutani,5887569942,male,Jammu and Kashmir,JAMMU,Gura Manhasan BO,181207,VILLAGE FINANCIAL SERVICES LIMITED,Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2637,Aditi Das,1479872679,female,Jammu and Kashmir,JAMMU,TRIKUTA NAGAR,180020,Vinrak  Technologies pvt ltd,Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2638,Shipra Srivastava,8136748675,female,Bihar,GOPALGANJ,Bathubazar SO,841425,Viren Business Solution Private Limited,"Sugarcane,Turmeric",Gopalganj%Bihar,Wheat,Rabi,71480
2639,Sourabh Kumar,2363533516,female,Himachal Pradesh,UNA,Ganu BO,174319,Virinchi Limited,Light Engineering Industry,Una%Himachal Pradesh,Rice,Rabi,15516
2640,Priyanka Mourya,2171240010,male,Himachal Pradesh,KANGRA,Aundh BO,176202,VIRTUAL GALAXY INFOTECH PVT LTD,"Tea - Kangra,Paintings- Kangra",Kangra%Himachal Pradesh,Rice,Rabi,15516
2641,Shantanu Sahay,5099566249,female,Bihar,MUZAFFARPUR,Dubiahi BO,843106,Visionindia Software Exports,"Shahi Litchi,Sujini Embroidery,Bags & Garments",Muzaffarpur%Bihar,Rice,Winter,215461
2642,Siddhant Pal,4909284356,male,Himachal Pradesh,MANDI,Ahju BO,175032,VIVEKANANDA INSTITUTE OF BIOTECHNOL,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2643,Nidhi Priya,8574339510,female,Himachal Pradesh,CHAMBA,Bhandal BO,176320,WeGrow Financial Services Private Limited,Chamba Rumal,Chamba%Himachal Pradesh,Rice,Kharif,802349
2644,Amit Chandrakant Bolawade,4058044366,female,Bihar,MUZAFFARPUR,Amgola SO,842001,Weizmann,"Shahi Litchi,Sujini Embroidery,Bags & Garments",Muzaffarpur%Bihar,Rice,Winter,215461
2645,Varun Kumar Gupta,5116536298,female,Himachal Pradesh,MANDI,Kanaid BO,175019,Weizmann Impex Service Enterprise Ltd,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2646,Vasu Dev Verma,5424651025,male,Himachal Pradesh,CHAMBA,Chanhouta BO,176309,Wisedrive Technologies Pvt Ltd,Chamba Rumal,Chamba%Himachal Pradesh,Rice,Kharif,802349
2647,Md Khurshid Alam Mondal,5752996510,male,Jammu and Kashmir,JAMMU,Jagti BO,181221,Writer Business Services Private Limited,Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2648,Nabeel Ahmad,9464458163,female,Jammu and Kashmir,JAMMU,Bhour Camp BO,181101,YASHWANT KUMAR KUMAWAT,Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2649,Ikrammuddin,8286256749,female,Bihar,VAISHALI,Bilandpur BO,844116,Yellow Fintech Private Limited,"Sujni Embroidery,Banana,Honey",Vaishali%Bihar,Wheat,Rabi,93816
2650,Archana Pandey,2669253309,female,Himachal Pradesh,HAMIRPURHP,Aghar BO,176041,ZERO MICRO FINANCE SAVINGS SUPPORT FOUNDA-TRUST RETENA,"Agro-products processing,Shoes",Hamirpur%Himachal Pradesh,Rice,Rabi,15516
2651,R Sandhya,8712998060,female,Himachal Pradesh,UNA,Badhera BO,177209,Zest money (M/s Camden Town Technologies Pvt Ltd),Light Engineering Industry,Una%Himachal Pradesh,Rice,Rabi,15516
2652,Thiyagarajan,5815655201,male,Bihar,MUZAFFARPUR,Chhap BO,843107,ZOOM CONNECT SERVICES ASSAM PRIVATE (ARTH RURAL CONNECT SERVICES PVT LTD),"Shahi Litchi,Sujini Embroidery,Bags & Garments",Muzaffarpur%Bihar,Rice,Winter,215461
2653,Laiba Noor,4055767462,male,Himachal Pradesh,MANDI,Bahnu BO,175033,ZUBAR ENTERPRISES,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2654,Ankur Sharma,8874044199,male,Himachal Pradesh,CHAMBA,Banatar BO,176321,2DO TECHNOLOGIES PRIVATE LIMITED,Chamba Rumal,Chamba%Himachal Pradesh,Rice,Kharif,802349
2655,Abhinash Kumar,4235379629,male,Bihar,MUZAFFARPUR,Aghoria Bazaar SO,842002,Aarambh Technical Services Pvt Ltd,"Shahi Litchi,Sujini Embroidery,Bags & Garments",Muzaffarpur%Bihar,Rice,Winter,215461
2656,Abhishek Kurhade,3529906039,male,Himachal Pradesh,MANDI,Barsu BO,175021,Abhimanyoo Business Private Limited,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2657,Tushar Dyaneshvar Pawar,3301950658,male,Himachal Pradesh,CHAMBA,Chamba HO,176310,Abhipra Capital Ltd,Chamba Rumal,Chamba%Himachal Pradesh,Rice,Kharif,802349
2658,Raju Kumar Mahtha,1089686022,female,Jammu and Kashmir,JAMMU,Badsu BO,181224,ABHISHI INFOSYSTEMS PVT LTD,Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2659,Shaon Chakraborty,3404649307,female,Jammu and Kashmir,JAMMU,Agra Chak BO,181102,ABSOLUTE RELIABLE SERVICES,Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2660,Arpita Dutta,1794867371,female,Bihar,VAISHALI,Dharhara SO Vaishali,844117,Aceware FinTech Services Pvt Ltd,"Sujni Embroidery,Banana,Honey",Vaishali%Bihar,Wheat,Rabi,93816
2661,Rahul Ghosh,2005042960,male,Himachal Pradesh,HAMIRPURHP,Baroti BO,176042,Achariya Technologies Pvt Ltd.,"Agro-products processing,Shoes",Hamirpur%Himachal Pradesh,Rice,Rabi,15516
2662,Vinay  Kumar Singh,7867550209,male,Himachal Pradesh,UNA,Chaksarai BO,177210,Actas Technologies Pvt Ltd.,Light Engineering Industry,Una%Himachal Pradesh,Rice,Rabi,15516
2663,Gaurav   Singh,7549039369,male,Bihar,MUZAFFARPUR,Chapra Dharampur Jaddu BO,843108,Adhikar,"Shahi Litchi,Sujini Embroidery,Bags & Garments",Muzaffarpur%Bihar,Rice,Winter,215461
2664,Mohini  Rathor,9237285210,male,Himachal Pradesh,MANDI,Bachwan BO,175034,ADHIKAR MICRO FINANCE PVT LTD.,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2665,Somkant   Sharma,4491127947,female,Himachal Pradesh,CHAMBA,Bistholuj BO,176323,ADVANCE POWER SOLUTION,Chamba Rumal,Chamba%Himachal Pradesh,Rice,Kharif,802349
2666,Prabhakar   Namdev,4585094778,male,Bihar,MUZAFFARPUR,Maripur BO,842003,Agile Finserv Private Limited,"Shahi Litchi,Sujini Embroidery,Bags & Garments",Muzaffarpur%Bihar,Rice,Winter,215461
2667,Priya Agrawal,2823977632,female,Himachal Pradesh,MANDI,Ghambhar Khad BO,175023,Agora Microfinance India Ltd,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2668,Kamalakanta Behera,3182606531,male,Himachal Pradesh,CHAMBA,Bakani BO,176311,Agratam India Social Ventures Pvt Ltd,Chamba Rumal,Chamba%Himachal Pradesh,Rice,Kharif,802349
2669,Raunak Raj,3792069882,female,Jammu and Kashmir,UDHAMPUR,Bali BO,182101,Agriwise Finserv Ltd.,Garlic,Udhampur%Jammu & Kashmir,Maize,Kharif,55768
2670,Aayush   kumar Tiwari,9264045398,male,Jammu and Kashmir,JAMMU,Dablehar SO,181111,AGROSERVE GLOBAL TECHNOLOGIES PRIVATE LIMITED,Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2671,Priyanka  Raikar,6864237998,female,Bihar,VAISHALI,Bathna Mahodat BO,844118,Agrosperity Tech Solutions Pvt. Ltd.,"Sujni Embroidery,Banana,Honey",Vaishali%Bihar,Wheat,Rabi,93816
2672,Deven deepak Ajgaonkar,2042916107,male,Himachal Pradesh,HAMIRPURHP,Jharlog BO,176043,Aimra Corporation Pvt Ltd,"Agro-products processing,Shoes",Hamirpur%Himachal Pradesh,Rice,Rabi,15516
2673,Anju   Rani,1347243474,male,Himachal Pradesh,UNA,Churru BO,177211,Airan Limited,Light Engineering Industry,Una%Himachal Pradesh,Rice,Rabi,15516
2674,Sonu  Kumar  Pandey,8149659286,male,Bihar,MUZAFFARPUR,Birpur BO,843109,Airpay Payment Services Private Limited,"Shahi Litchi,Sujini Embroidery,Bags & Garments",Muzaffarpur%Bihar,Rice,Winter,215461
2675,Shital Kumari,1934204553,female,Himachal Pradesh,MANDI,Bagachanogi BO,175035,Airtel Payment Bank Ltd,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2676,Mausam Pandey,5234492319,male,Himachal Pradesh,CHAMBA,Badgram BO,176324,AISECT,Chamba Rumal,Chamba%Himachal Pradesh,Rice,Kharif,802349
2677,Sneha raghunandan Sahu,2596100148,female,Bihar,MUZAFFARPUR,CRPF Camp BO,842004,AKOVA FINTECH SOLUTIONS PRIVATE LIMITED,"Shahi Litchi,Sujini Embroidery,Bags & Garments",Muzaffarpur%Bihar,Rice,Winter,215461
2678,Rucha  Rajendrabhai Mehta,3345840323,male,Himachal Pradesh,MANDI,Bararta BO,175024,Aksh & Uttara Solutions,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2679,Chandan  Kushwaha,4162738937,male,Himachal Pradesh,CHAMBA,Athedgwalu BO,176312,Aksh optifibre,Chamba Rumal,Chamba%Himachal Pradesh,Rice,Kharif,802349
2680,Pooja rupchand Kedare,5605484672,male,Jammu and Kashmir,UDHAMPUR,PTC Udhampur SO,182104,Akshada Management Services Pvt Ltd,Garlic,Udhampur%Jammu & Kashmir,Maize,Kharif,55768
2681,Ananda ganpati Mudalkar,2662198512,female,Jammu and Kashmir,JAMMU,AGOffice BO,181121,Alankit Ltd.,Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2682,Kinkeshwar  Sahni,2184083334,female,Bihar,VAISHALI,Ghataro SO,844119,Ambarish Parekh,"Sujni Embroidery,Banana,Honey",Vaishali%Bihar,Wheat,Rabi,93816
2683,Shamshad Ahmed zuber ahmed Shaikh,2231950780,male,Himachal Pradesh,HAMIRPURHP,Karohta BO,176044,AMBITION SERVICES PRIVATE LIMITED,"Agro-products processing,Shoes",Hamirpur%Himachal Pradesh,Rice,Rabi,15516
2684,Shaifali  Kushwah,3288920306,male,Himachal Pradesh,UNA,Deoli BO,177212,AMIT ENTERPRISE,Light Engineering Industry,Una%Himachal Pradesh,Rice,Rabi,15516
2685,Dhananjay Kumar Ray,3491315633,male,Bihar,VAISHALI,Ajijpur Chande BO,843110,Apna Payments Services Private Limited,"Sujni Embroidery,Banana,Honey",Vaishali%Bihar,Wheat,Rabi,93816
2686,Pratik Sunil Sabbanwar,5708354413,female,Himachal Pradesh,MANDI,Barswan BO,175036,Appan Dukan Marketing and Services Pvt. Ltd.,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2687,Arati Rangarao Chaware,8867021011,female,Himachal Pradesh,CHAMBA,Baggi Kanged BO,176325,ARM COMMERCIAL SERVICES PVT LTD,Chamba Rumal,Chamba%Himachal Pradesh,Rice,Kharif,802349
2688,Jawed Khan,7334104002,female,Bihar,MUZAFFARPUR,MIC SO,842005,ARMEE TECHNOLOGY SERVICES PVT LTD,"Shahi Litchi,Sujini Embroidery,Bags & Garments",Muzaffarpur%Bihar,Rice,Winter,215461
2689,Kajal Setia,1153650610,female,Himachal Pradesh,MANDI,Darwar BO,175025,ARREDS TRUST,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2690,Poonam  Devi,1115259025,female,Himachal Pradesh,CHAMBA,Awan BO,176313,Arth Microfinance Private Limited,Chamba Rumal,Chamba%Himachal Pradesh,Rice,Kharif,802349
2691,Saloni Rekhi,9184356035,male,Jammu and Kashmir,UDHAMPUR,Barola BO,182121,ARYADHAN FINANCIAL SOLUTIONS PVT LTD,Garlic,Udhampur%Jammu & Kashmir,Maize,Kharif,55768
2692,Mousumi Roy,4776088128,female,Jammu and Kashmir,JAMMU,Baran BO,181122,ASA International India Microfinance Ltd,Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2693,Niraj  Raj,9914919896,female,Bihar,MUZAFFARPUR,Anant Kamtaul BO,844120,ASSM TECHNOLOGY,"Shahi Litchi,Sujini Embroidery,Bags & Garments",Muzaffarpur%Bihar,Rice,Winter,215461
2694,Md shamshad,6495384683,male,Himachal Pradesh,HAMIRPURHP,Bhoranj SO,176045,ASTHANA SOCIETY,"Agro-products processing,Shoes",Hamirpur%Himachal Pradesh,Rice,Rabi,15516
2695,Mohd Hussain Mohd Atiq Niyazi,3442152695,female,Himachal Pradesh,UNA,Bhanjal BO,177213,Asuja Eserv Pvt Ltd,Light Engineering Industry,Una%Himachal Pradesh,Rice,Rabi,15516
2696,Patan Saidavali,8802741037,male,Bihar,MUZAFFARPUR,Ajna Kot BO,843111,Atyati Technologies Pvt Ltd,"Shahi Litchi,Sujini Embroidery,Bags & Garments",Muzaffarpur%Bihar,Rice,Winter,215461
2697,Shubham   Dubey,4004266425,female,Himachal Pradesh,MANDI,Cholthra SO,175037,Augmont Goldtech Private Limited,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2698,Abhishek Jayprakash Singh,3445373083,female,Himachal Pradesh,CHAMBA,Bajoul BO,176326,Aviral Technologies Pvt Ltd,Chamba Rumal,Chamba%Himachal Pradesh,Rice,Kharif,802349
2699,Akash vinod Singh,7526094197,male,Bihar,MUZAFFARPUR,Kalwari SO Muzaffarpur,842006,AXESPOINT TECHNOLOGIES,"Shahi Litchi,Sujini Embroidery,Bags & Garments",Muzaffarpur%Bihar,Rice,Winter,215461
2700,Shiv Prasad bhrigunath Singh,8651120892,male,Himachal Pradesh,MANDI,Ghararu BO,175026,BABA MOTORS,Steel Furniture,Mandi%Himachal Pradesh,Rice,Rabi,15516
2701,Ajit  Kumar  Ojha,1895185767,female,Himachal Pradesh,CHAMBA,Baat BO,176314,BALAJI IT TECHNOLOGY SOLUTIONS PRIVATE LTD,Chamba Rumal,Chamba%Himachal Pradesh,Rice,Kharif,802349
2702,Kanchan Aggarwal,9297029587,male,Jammu and Kashmir,UDHAMPUR,Amroh BO,182122,Bankit Services Private Limited,Garlic,Udhampur%Jammu & Kashmir,Maize,Kharif,55768
2703,Neha  Shahi,5999323264,female,Jammu and Kashmir,JAMMU,Bantalab SO,181123,Baroda Global Shared Services limited (BGSS),Basmati Rice,Jammu%Jammu & Kashmir,Rice,Kharif,116969
2704,Juhi,8506211675,female,Bihar,VAISHALI,Jaintipur BO,844121,Bartronics India Ltd,"Sujni Embroidery,Banana,Honey",Vaishali%Bihar,Wheat,Rabi,93816
2705,Love  Kumar,5969756203,male,Himachal Pradesh,KANGRA,Baldhar BO,176047,BD FINANCIAL SERVICES,"Tea - Kangra,Paintings- Kangra",Kangra%Himachal Pradesh,Rice,Rabi,15516
2706,Ashish   Chauhan,7927416034,female,Himachal Pradesh,UNA,Kuneran BO,177219,Bharat Financial Inclusion Ltd,Light Engineering Industry,Una%Himachal Pradesh,Rice,Rabi,15516
2707,Mool   Chandra,9568495584,male,Bihar,MUZAFFARPUR,Bahdinpur BO,843112,BHARTIYA SAMRUDDHI FINANCE LTD,"Shahi Litchi,Sujini Embroidery,Bags & Garments",Muzaffarpur%Bihar,Rice,Winter,215461
2708,Chalicy   Gupta,9467419258,male,Himachal Pradesh,KANGRA,Bhapoo BO,176401,BLS INTERNATIONAL SERVICES LIMITED,"Tea - Kangra,Paintings- Kangra",Kangra%Himachal Pradesh,Rice,Rabi,15516
